,area,bath,price,location,bhk
3085,1178.0,2.0,75.0,Ganesh Peth,2
3086,3664.0,3.0,325.0,Ganesh Peth,3
3087,1200.0,2.0,45.0,Ganesh Peth,2
3088,2500.0,5.0,125.0,Ganesh Peth,5
3090,1060.0,2.0,35.0,Ganesh Peth,2
3091,2650.0,4.0,199.0,Ganesh Peth,3
3092,2023.0,4.0,130.0,Ganesh Peth,3
3093,1220.0,2.0,52.0,Ganesh Peth,2
3094,1724.0,3.0,125.0,Ganesh Peth,3
3096,1044.0,2.0,85.0,Ganesh Peth,2
3097,1190.0,2.0,60.0,Ganesh Peth,2
3098,1300.0,2.0,60.0,Ganesh Peth,2
3099,1046.0,2.0,49.06,Ganesh Peth,2
3100,1000.0,2.0,51.0,Ganesh Peth,2
3101,1683.0,3.0,140.0,Ganesh Peth,3
3103,1532.5,3.0,79.465,Ganesh Peth,3
3104,1500.0,3.0,90.0,Ganesh Peth,3
3107,1237.5,2.0,49.49,Ganesh Peth,2
3108,1760.0,3.0,110.0,Ganesh Peth,3
3109,1165.0,2.0,49.61,Ganesh Peth,2
3110,2400.0,2.0,228.0,Ganesh Peth,2
3112,1203.0,2.0,72.0,Ganesh Peth,2
3115,1200.0,4.0,115.0,Ganesh Peth,5
3116,1537.0,3.0,81.0,Ganesh Peth,3
3117,1175.0,2.0,62.0,Ganesh Peth,2
3119,814.0,2.0,53.0,Ganesh Peth,2
3120,658.0,1.0,26.91,Ganesh Peth,1
3121,1839.0,3.0,130.0,Ganesh Peth,3
3122,672.0,1.0,36.85,Ganesh Peth,1
3123,850.0,2.0,42.5,Ganesh Peth,2
3125,3600.0,6.0,170.0,Ganesh Peth,6
3126,1080.0,2.0,53.0,Ganesh Peth,2
3127,1270.0,2.0,96.0,Ganesh Peth,2
3128,1275.0,2.0,59.0,Ganesh Peth,2
3129,2035.0,3.0,142.0,Ganesh Peth,3
3130,1205.0,2.0,45.79,Ganesh Peth,2
3132,1315.0,2.0,77.0,Ganesh Peth,2
3133,600.0,1.0,22.8,Ganesh Peth,1
3135,1210.0,2.0,60.0,Ganesh Peth,2
3136,1200.0,3.0,75.0,Ganesh Peth,3
3137,1005.0,2.0,45.0,Ganesh Peth,2
3138,943.0,2.0,49.5,Ganesh Peth,2
3139,1121.0,2.0,75.0,Ganesh Peth,2
3140,1153.0,2.0,60.0,Ganesh Peth,2
3142,5611.5,4.0,477.0,Ganeshkhind,4
3143,1415.0,3.0,78.0,Ganeshkhind,3
3146,834.0,1.0,60.0,Ganeshkhind,1
3152,3040.0,1.0,180.0,Ganeshkhind,2
3154,1725.0,2.0,100.0,Ganeshkhind,3
3156,1600.0,3.0,88.0,Ganeshkhind,3
3157,1670.0,3.0,120.0,Ganeshkhind,3
3158,1352.0,2.0,87.5,Ganeshkhind,2
3159,1635.0,2.0,85.0,Ganeshkhind,3
3160,1352.0,2.0,85.0,Ganeshkhind,2
3163,1610.0,3.0,115.0,Ganeshkhind,3
3169,1000.0,2.0,57.0,Ganeshkhind,2
3171,1195.0,2.0,70.0,Ganeshkhind,2
3173,607.0,1.0,35.0,Ganeshkhind,1
3175,750.0,4.0,62.0,Ganeshkhind,4
3176,1200.0,5.0,92.0,Ganeshkhind,4
3177,2928.0,4.0,198.0,Ganeshkhind,4
3178,1600.0,3.0,88.0,Ganeshkhind,2
3179,750.0,1.0,25.5,Ganeshkhind,1
3182,930.0,4.0,85.0,Ganeshkhind,7
3184,700.0,1.0,59.0,Ganeshkhind,1
3188,4100.0,3.0,300.0,Ganeshkhind,4
3189,1760.0,2.0,116.0,Ganeshkhind,3
3196,1542.0,3.0,98.0,Ganeshkhind,3
3197,3600.0,6.0,200.0,Ganeshkhind,6
3199,2000.0,2.0,160.0,Ganeshkhind,4
3201,1970.0,3.0,164.0,Ganeshkhind,3
3202,1216.0,2.0,67.0,Ganeshkhind,2
3203,1300.0,2.0,100.0,Ganeshkhind,2
3205,1550.0,2.0,80.0,Ganeshkhind,3
3207,630.0,1.0,35.0,Ganeshkhind,1
3208,3500.0,5.0,350.0,Ganeshkhind,5
3210,410.0,1.0,15.0,Ganeshkhind,1
3211,2200.0,3.0,160.0,Ganeshkhind,3
3212,1147.0,2.0,75.0,Ganeshkhind,2
3214,3150.0,4.0,218.0,Ganeshkhind,4
3215,1719.0,3.0,110.0,Ganeshkhind,3
3216,1780.0,3.0,88.0,Ganeshkhind,3
3217,3800.0,4.0,235.0,Ganeshkhind,4
3218,1623.0,3.0,155.0,Ganeshkhind,3
3219,1500.0,2.0,87.0,Ganeshkhind,4
3221,1645.0,3.0,113.0,Ganeshkhind,3
3222,1350.0,2.0,103.0,Ganeshkhind,2
3223,661.0,1.0,33.0,Ganeshkhind,1
3224,1345.0,2.0,69.0,Ganeshkhind,3
3228,896.9,2.0,78.74,Ganeshkhind,2
3230,1746.0,3.0,115.0,Ganeshkhind,3
3231,1880.0,3.0,110.0,Ganeshkhind,3
3236,1368.0,2.0,87.0,Ganeshkhind,2
3237,1241.0,2.0,68.0,Ganeshkhind,3
3239,2135.0,3.0,170.0,Ganeshkhind,3
3241,1200.0,5.0,85.0,Ganeshkhind,5
3242,2321.0,4.0,157.0,Ganeshkhind,3
3243,602.0,2.0,30.0,Ganeshkhind,1
3244,1650.0,3.0,125.0,Ganeshkhind,3
3245,1155.0,2.0,69.18,Ganeshkhind,2
3246,30400.0,4.0,1824.0,Ganeshkhind,6
3248,1200.0,2.0,75.0,Ganeshkhind,2
3250,1610.0,3.0,81.0,Ghorpade Peth,3
3252,1787.0,3.0,98.29,Ghorpade Peth,3
3255,1125.0,4.0,70.0,Ghorpade Peth,3
3256,1500.0,2.0,87.0,Ghorpade Peth,3
3257,1400.0,2.0,77.0,Ghorpade Peth,3
3259,1891.0,3.0,109.0,Ghorpade Peth,3
3261,697.0,1.0,45.0,Ghorpade Peth,1
3262,1200.0,3.0,130.0,Ghorpade Peth,3
3263,1350.0,4.0,135.0,Ghorpade Peth,5
3264,1790.0,3.0,127.0,Ghorpade Peth,3
3266,2070.0,3.0,162.0,Ghorpade Peth,3
3267,4000.0,4.0,330.0,Ghorpade Peth,4
3269,3500.0,6.0,225.0,Ghorpade Peth,4
3271,1754.0,3.0,125.0,Ghorpade Peth,3
3272,1605.0,3.0,85.0,Ghorpade Peth,3
3273,1404.0,2.0,75.0,Ghorpade Peth,2
3274,1145.0,2.0,65.0,Ghorpade Peth,2
3275,11338.0,9.0,1000.0,Ghorpade Peth,6
3276,1352.5,2.0,93.865,Ghorpade Peth,2
3277,700.0,1.0,41.0,Ghorpade Peth,1
3279,3850.0,5.0,316.0,Ghorpade Peth,3
3283,2408.0,4.0,260.0,Ghorpade Peth,3
3284,1315.0,2.0,85.4,Ghorpade Peth,3
3285,1208.0,2.0,70.0,Ghorpade Peth,2
3286,1100.0,2.0,56.1,Ghorpade Peth,2
3287,1645.0,3.0,135.0,Ghorpade Peth,3
3289,2000.0,3.0,185.0,Ghorpade Peth,3
3292,3252.0,4.0,280.0,Ghorpade Peth,4
3293,600.0,3.0,60.0,Ghorpade Peth,3
3295,1280.0,2.0,75.0,Ghorpade Peth,2
3297,1145.0,2.0,75.0,Ghorpade Peth,2
3298,2162.0,3.0,200.0,Ghorpade Peth,3
3305,1800.0,3.0,105.0,Ghorpade Peth,6
3309,1050.0,3.0,125.0,Ghorpade Peth,4
3310,814.0,2.0,42.0,Ghorpade Peth,2
3315,1418.0,2.0,105.0,Ghorpade Peth,2
3316,605.0,1.0,40.0,Ghorpade Peth,1
3317,1178.0,2.0,82.0,Ghorpade Peth,2
3319,1541.0,2.0,130.0,Ghorpade Peth,2
3321,3990.0,4.0,260.0,Ghorpade Peth,4
3322,654.0,1.0,36.25,Ghorpade Peth,1
3324,1655.0,3.0,97.0,Ghorpade Peth,3
3326,1345.0,2.0,97.0,Ghorpade Peth,2
3330,1007.0,2.0,75.0,Ghorpade Peth,2
3332,1240.0,2.0,63.0,Ghorpade Peth,3
3333,1855.0,3.0,140.0,Ghorpade Peth,3
3336,1200.0,2.0,140.0,Ghorpade Peth,4
3337,1350.0,2.0,88.0,Ghorpade Peth,2
3338,1636.0,3.0,83.0,Ghorpade Peth,3
3342,1305.0,2.0,110.0,Ghorpade Peth,3
3344,800.0,2.0,55.0,Ghorpade Peth,2
3347,2735.0,4.0,340.0,Ghorpade Peth,3
3348,1115.0,2.0,61.0,Ghorpade Peth,2
3349,625.0,1.0,27.0,Ghorpade Peth,1
3351,800.0,1.0,95.0,Ghorpade Peth,2
3353,2215.0,4.0,162.0,Ghorpade Peth,3
3355,1495.0,3.0,90.0,Ghorpade Peth,3
3356,485.0,1.0,19.5,Ghorpade Peth,1
3357,420.0,1.0,12.5,Ghorpade Peth,1
3359,950.0,2.0,55.0,Ghorpade Peth,2
3362,1200.0,2.0,120.0,Ghorpade Peth,2
3363,540.0,1.0,24.0,Ghorpade Peth,1
3364,545.0,1.0,28.0,Ghorpade Peth,2
3365,1035.0,2.0,60.0,Ghorpade Peth,2
3366,3124.0,6.0,349.0,Ghorpade Peth,4
3368,1282.0,2.0,68.52,Ghorpadi,3
3369,1787.0,3.0,125.0,Ghorpadi,3
3371,750.0,2.0,38.0,Ghorpadi,2
3372,883.0,2.0,45.0,Ghorpadi,2
3373,2060.0,3.0,140.0,Ghorpadi,3
3374,1222.0,2.0,63.0,Ghorpadi,2
3375,1200.0,2.0,66.0,Ghorpadi,3
3376,1600.0,3.0,90.0,Ghorpadi,3
3377,710.0,1.0,27.0,Ghorpadi,1
3378,957.0,2.0,56.0,Ghorpadi,2
3380,1128.0,2.0,65.65,Ghorpadi,2
3381,1427.0,2.0,80.63,Ghorpadi,3
3383,1128.0,2.0,75.0,Ghorpadi,2
3387,1560.0,3.0,85.0,Ghorpadi,3
3390,3400.0,3.0,210.0,Ghorpadi,4
3395,1125.0,2.0,75.0,Ghorpadi,2
3401,1140.0,2.0,65.0,Ghorpadi,2
3402,1400.0,2.0,78.0,Ghorpadi,2
3403,4500.0,5.0,300.0,Ghorpadi,4
3406,624.0,1.0,35.0,Ghorpadi,1
3407,1608.0,2.0,85.0,Ghorpadi,2
3408,1255.0,3.0,77.68,Ghorpadi,3
3409,1200.0,3.0,67.77,Ghorpadi,3
3410,1300.0,2.0,63.0,Ghorpadi,3
3414,1200.0,2.0,67.0,Ghorpadi,2
3415,1793.0,3.0,98.0,Ghorpadi,3
3416,1200.0,3.0,67.0,Ghorpadi,3
3417,1100.0,2.0,78.0,Ghorpadi,2
3418,1180.0,2.0,58.0,Ghorpadi,2
3421,1100.0,1.0,55.0,Ghorpadi,2
3428,1163.0,2.0,65.0,Ghorpadi,2
3430,1331.0,2.0,88.0,Ghorpadi,2
3432,1200.0,3.0,70.0,Ghorpadi,3
3433,2130.0,4.0,120.0,Ghorpadi,4
3434,1495.0,2.0,83.0,Ghorpadi,2
3437,1200.0,3.0,56.12,Ghorpadi,3
3439,1325.0,2.0,73.0,Ghorpadi,2
3440,1012.0,2.0,53.58,Ghorpadi,2
3441,800.0,1.0,39.99,Ghorpadi,1
3442,3855.0,4.0,220.0,Ghorpadi,4
3444,1100.0,2.0,55.0,Ghorpadi,2
3445,1350.0,4.0,90.0,Ghorpadi,4
3446,1800.0,8.0,110.0,Ghorpadi,8
3448,2557.0,4.0,170.0,Ghorpadi,4
3449,1384.0,2.0,76.18,Ghorpadi,3
3450,450.0,1.0,20.0,Ghorpadi,1
3451,1787.0,3.0,116.0,Ghorpadi,3
3452,1200.0,5.0,70.0,Ghorpadi,5
3454,950.0,2.0,65.0,Ghorpadi,2
3455,3075.0,2.0,188.0,Ghorpadi,4
3457,933.0,1.0,61.0,Ghorpadi,1
3459,1060.0,2.0,52.0,Ghorpadi,2
3461,418.0,1.0,17.0,Ghorpadi,1
3465,2695.0,4.0,188.0,Ghorpadi,4
3469,1747.0,3.0,110.0,Ghorpadi,3
3470,960.0,2.0,48.0,Ghorpadi,2
3473,2500.0,8.0,95.0,Ghorpadi,7
3474,1893.0,3.0,130.0,Ghorpadi,3
3475,1150.0,2.0,57.0,Ghorpadi,2
3476,1835.0,3.0,89.0,Ghorpadi,3
3478,755.0,1.0,30.12,Ghorpadi,1
3479,1182.0,2.0,64.0,Ghorpadi,2
3480,1500.0,3.0,71.0,Ghorpadi,3
3484,1475.0,2.0,90.0,Gokhale Nagar,3
3485,1280.0,2.0,75.0,Gokhale Nagar,2
3486,1195.0,2.0,70.0,Gokhale Nagar,2
3493,1835.0,2.0,155.0,Gokhale Nagar,3
3494,1180.0,2.0,70.0,Gokhale Nagar,2
3496,3900.0,4.0,300.0,Gokhale Nagar,4
3497,1691.0,3.0,119.0,Gokhale Nagar,3
3499,1050.0,2.0,57.0,Gokhale Nagar,3
3500,3012.0,6.0,268.0,Gokhale Nagar,4
3502,2200.0,3.0,190.0,Gokhale Nagar,3
3504,1550.0,3.0,120.0,Gokhale Nagar,3
3505,1420.0,2.0,123.0,Gokhale Nagar,2
3506,1670.0,3.0,135.0,Gokhale Nagar,4
3507,800.0,1.0,52.0,Gokhale Nagar,1
3509,1665.0,3.0,110.0,Gokhale Nagar,3
3512,2070.0,3.0,225.0,Gokhale Nagar,3
3513,1127.0,2.0,68.0,Gokhale Nagar,2
3514,1200.0,3.0,130.0,Gokhale Nagar,3
3516,1725.0,3.0,130.0,Gokhale Nagar,3
3517,1200.0,2.0,75.0,Gokhale Nagar,2
3521,1500.0,2.0,78.0,Gokhale Nagar,3
3529,1255.0,2.0,120.0,Gokhale Nagar,2
3531,712.0,1.0,38.44,Gokhale Nagar,1
3533,1416.0,3.0,94.0,Gokhale Nagar,3
3536,840.0,2.0,50.0,Gokhale Nagar,1
3538,1602.0,2.0,165.0,Gokhale Nagar,3
3539,690.0,2.0,42.0,Gokhale Nagar,2
3540,1450.0,3.0,75.0,Gokhale Nagar,3
3541,1650.0,3.0,110.0,Gokhale Nagar,3
3547,1749.0,3.0,120.0,Gokhale Nagar,3
3549,2072.0,4.0,152.0,Gokhale Nagar,3
3550,1200.0,3.0,68.38,Gokhale Nagar,3
3552,1180.0,2.0,86.0,Gokhale Nagar,2
3554,1000.0,2.0,70.0,Gokhale Nagar,2
3555,1830.0,3.0,119.0,Gokhale Nagar,3
3557,1400.0,2.0,80.0,Gokhale Nagar,3
3560,1080.0,2.0,64.0,Gokhale Nagar,2
3561,682.0,1.0,36.23,Gokhale Nagar,1
3562,492.0,1.0,40.0,Gokhale Nagar,1
3563,1332.0,2.0,101.0,Gokhale Nagar,2
3564,551.0,1.0,30.0,Gokhale Nagar,1
3566,3170.0,4.0,250.0,Gokhale Nagar,4
3568,1050.0,2.0,41.0,Gokhale Nagar,1
3569,2400.0,3.0,220.0,Gokhale Nagar,3
3570,1705.0,3.0,91.0,Gokhale Nagar,3
3571,1026.0,2.0,60.55,Gokhale Nagar,2
3573,1900.0,3.0,162.0,Gokhale Nagar,7
3574,2064.0,5.0,225.0,Gokhale Nagar,4
3575,2289.0,3.0,180.0,Gokhale Nagar,3
3576,1200.0,2.0,120.0,Gokhale Nagar,3
3577,2041.0,3.0,138.0,Gokhale Nagar,3
3578,3600.0,9.0,125.0,Gokhale Nagar,8
3579,1200.0,3.0,80.0,Gokhale Nagar,3
3581,2500.0,4.0,225.0,Gokhale Nagar,4
3583,3150.0,5.0,212.0,Gokhale Nagar,4
3585,1200.0,2.0,82.0,Gokhale Nagar,2
3588,1625.0,3.0,92.0,Gokhale Nagar,3
3589,1660.0,3.0,104.0,Gokhale Nagar,3
3591,1200.0,4.0,100.0,Gokhale Nagar,4
3595,1735.0,3.0,97.0,Gokhale Nagar,3
3597,2038.5,3.0,122.0,Gokhale Nagar,3
3598,1420.0,3.0,90.0,Gokhale Nagar,3
3600,2475.0,4.0,186.0,Gultekdi,4
3603,1170.0,2.0,52.0,Gultekdi,2
3605,891.0,2.0,25.0,Gultekdi,2
3606,5600.0,5.0,548.5,Gultekdi,5
3607,1185.0,2.0,42.6,Gultekdi,2
3608,1180.0,2.0,69.0,Gultekdi,2
3609,649.5,1.0,17.535,Gultekdi,1
3611,1050.0,2.0,67.0,Gultekdi,2
3613,1450.0,2.0,85.0,Gultekdi,3
3615,1000.0,2.0,28.88,Gultekdi,2
3617,3675.0,4.0,367.0,Gultekdi,4
3618,1238.0,2.0,67.0,Gultekdi,2
3619,1703.0,3.0,101.0,Gultekdi,3
3621,1575.0,4.0,150.0,Gultekdi,5
3622,3035.0,5.0,200.0,Gultekdi,4
3623,1020.0,2.0,39.0,Gultekdi,2
3624,30000.0,4.0,2100.0,Gultekdi,4
3626,1200.0,9.0,100.0,Gultekdi,9
3627,1875.0,2.0,235.0,Gultekdi,3
3628,2250.0,3.0,195.0,Gultekdi,3
3629,1430.0,2.0,113.0,Gultekdi,2
3630,1234.0,2.0,61.0,Gultekdi,2
3631,1468.0,3.0,130.0,Gultekdi,2
3632,1050.0,2.0,41.0,Gultekdi,2
3633,1020.0,2.0,29.46,Gultekdi,2
3634,1397.0,3.0,104.0,Gultekdi,3
3635,888.0,2.0,34.0,Gultekdi,2
3636,927.0,2.0,37.0,Gultekdi,2
3637,1937.0,3.0,140.0,Gultekdi,3
3639,1180.0,2.0,36.5,Gultekdi,2
3640,1155.0,2.0,60.0,Gultekdi,3
3641,2600.0,3.0,237.0,Gultekdi,3
3642,3445.0,5.0,270.0,Gultekdi,4
3643,1080.0,2.0,35.0,Gultekdi,2
3644,3960.0,5.0,386.0,Gultekdi,4
3646,1257.0,2.0,69.0,Gultekdi,2
3647,1230.0,2.0,66.25,Gultekdi,2
3648,1134.0,2.0,45.36,Gultekdi,2
3649,1250.0,2.0,40.0,Gultekdi,2
3650,1250.0,2.0,59.0,Gultekdi,2
3653,1385.0,2.0,65.0,Gultekdi,2
3654,1020.0,2.0,41.82,Gultekdi,2
3656,656.0,1.0,43.0,Gultekdi,1
3657,2648.0,5.0,251.5,Gultekdi,4
3658,1302.5,2.0,67.73,Gultekdi,2
3659,1628.0,2.0,68.0,Gultekdi,2
3661,2502.0,4.0,180.0,Gultekdi,4
3662,750.0,2.0,36.0,Gultekdi,2
3663,1200.0,4.0,130.0,Gultekdi,4
3664,539.0,1.0,45.0,Gultekdi,1
3665,1639.0,3.0,120.0,Gultekdi,3
3666,1800.0,3.0,95.0,Gultekdi,3
3667,1115.0,2.0,43.0,Gultekdi,2
3668,1093.0,2.0,72.0,Gultekdi,2
3669,450.0,1.0,16.0,Gultekdi,1
3670,1650.0,3.0,85.0,Gultekdi,3
3672,1260.0,2.0,108.0,Gultekdi,2
3673,2501.0,3.0,138.0,Gultekdi,3
3674,1240.0,2.0,58.58,Gultekdi,2
3675,1000.0,2.0,43.0,Gultekdi,2
3676,1020.0,2.0,48.45,Gultekdi,2
3677,1345.0,2.0,108.0,Gultekdi,2
3679,1394.0,2.0,56.0,Gultekdi,2
3680,1077.0,2.0,50.0,Gultekdi,2
3681,1120.0,2.0,36.0,Gultekdi,2
3683,2266.0,3.0,207.0,Gultekdi,3
3684,1120.0,2.0,49.0,Gultekdi,2
3686,1010.0,2.0,40.4,Gultekdi,2
3687,600.0,1.0,27.0,Gultekdi,2
3688,2065.0,4.0,248.0,Gultekdi,4
3689,4800.0,4.0,420.0,Gultekdi,4
3692,3700.0,4.0,325.0,Gultekdi,4
3693,1050.0,2.0,38.0,Gultekdi,2
3694,972.0,2.0,40.0,Gultekdi,2
3696,1050.0,2.0,51.66,Gultekdi,2
3697,1760.0,3.0,160.0,Gultekdi,3
3698,1839.0,3.0,160.0,Gultekdi,3
3699,2316.0,3.0,125.0,Gultekdi,3
3700,1250.0,2.0,65.0,Gultekdi,2
3701,1050.0,2.0,125.0,Gultekdi,2
3702,1650.0,2.0,140.0,Gultekdi,4
3703,1200.0,2.0,43.0,Gultekdi,2
3704,1279.0,2.0,100.0,Gultekdi,2
3705,1200.0,2.0,78.0,Gultekdi,2
3706,1075.0,2.0,53.7,Gultekdi,2
3707,660.0,1.0,18.0,Gultekdi,2
3708,1960.0,3.0,165.0,Gultekdi,3
3709,1053.0,2.0,51.0,Gultekdi,2
3710,2275.0,4.0,187.0,Gultekdi,3
3711,1050.0,2.0,58.0,Gultekdi,2
3712,600.0,4.0,70.0,Gultekdi,4
3713,2200.0,4.0,150.0,Gultekdi,3
3714,1299.0,2.0,58.0,Gultekdi,2
3715,940.0,2.0,32.9,Gultekdi,2
3717,850.0,2.0,45.0,Gultekdi,2
3719,1200.0,4.0,110.0,Gultekdi,4
3720,1730.0,3.0,175.0,Gultekdi,3
3721,450.0,1.0,20.0,Gultekdi,1
3722,1367.0,2.0,80.0,Gultekdi,2
3723,1232.0,2.0,94.28,Gultekdi,2
3724,600.0,1.0,65.0,Gultekdi,2
3725,1200.0,5.0,130.0,Gultekdi,6
3727,945.0,2.0,54.0,Guruwar peth,2
3730,1760.0,3.0,88.0,Guruwar peth,3
3731,700.0,1.0,41.0,Guruwar peth,1
3734,1779.0,3.0,112.0,Guruwar peth,3
3736,2400.0,6.0,125.0,Guruwar peth,8
3737,1200.0,4.0,135.0,Guruwar peth,4
3739,1565.0,3.0,88.5,Guruwar peth,3
3740,1519.0,3.0,93.0,Guruwar peth,3
3741,340.0,1.0,10.0,Guruwar peth,1
3743,1418.0,2.0,95.0,Guruwar peth,2
3744,1305.0,3.0,95.45,Guruwar peth,3
3746,1470.0,2.0,90.0,Guruwar peth,3
3747,2400.0,7.0,110.0,Guruwar peth,6
3749,1533.0,3.0,85.0,Guruwar peth,3
3750,3600.0,4.0,365.0,Guruwar peth,4
3751,1590.0,2.0,125.0,Guruwar peth,3
3752,1900.0,3.0,160.0,Guruwar peth,3
3753,1069.0,3.0,65.4,Guruwar peth,3
3754,1200.0,3.0,90.0,Guruwar peth,3
3756,2430.0,4.0,180.0,Guruwar peth,3
3758,1555.0,2.0,82.0,Guruwar peth,3
3765,1574.0,3.0,93.34,Guruwar peth,3
3767,1725.0,3.0,85.0,Guruwar peth,3
3769,1400.0,2.0,80.0,Guruwar peth,2
3770,1200.0,2.0,68.0,Guruwar peth,3
3774,780.0,1.0,55.0,Guruwar peth,1
3775,2500.0,4.0,260.0,Guruwar peth,3
3777,1221.0,3.0,72.0,Guruwar peth,3
3778,1575.0,2.0,90.0,Guruwar peth,2
3780,621.0,7.0,64.0,Guruwar peth,7
3784,1660.4,4.0,211.0,Guruwar peth,4
3785,3131.0,4.0,349.0,Guruwar peth,4
3786,1200.0,1.0,95.0,Guruwar peth,2
3787,583.0,1.0,26.9,Guruwar peth,1
3790,1200.0,4.0,85.0,Guruwar peth,4
3791,1870.0,3.0,138.0,Guruwar peth,3
3793,1680.0,4.0,95.0,Guruwar peth,3
3794,1200.0,2.0,136.0,Guruwar peth,2
3797,834.0,1.0,62.0,Guruwar peth,1
3798,1108.0,2.0,74.23,Guruwar peth,2
3799,381.0,1.0,28.0,Guruwar peth,1
3800,1636.0,3.0,92.0,Guruwar peth,3
3801,1565.0,3.0,98.91,Guruwar peth,3
3803,1880.0,3.0,120.0,Guruwar peth,3
3805,1248.0,2.0,130.0,Guruwar peth,2
3806,400.0,2.0,35.0,Guruwar peth,4
3807,1450.0,2.0,85.0,Guruwar peth,3
3808,672.0,1.0,27.0,Guruwar peth,1
3810,660.0,1.0,23.0,Guruwar peth,1
3813,1650.0,3.0,85.5,Guruwar peth,3
3815,1200.0,2.0,75.0,Guruwar peth,2
3816,1012.0,2.0,59.0,Guruwar peth,2
3817,1700.0,3.0,126.0,Guruwar peth,3
3820,1252.0,3.0,70.0,Guruwar peth,3
3821,1691.0,3.0,93.01,Guruwar peth,3
3823,1460.0,3.0,76.0,Guruwar peth,3
3824,1715.0,3.0,112.0,Guruwar peth,3
3825,1660.0,3.0,131.0,Guruwar peth,3
3826,4000.0,8.0,150.0,Guruwar peth,7
3835,2569.0,5.0,180.0,Guruwar peth,4
3836,1400.0,2.0,90.0,Guruwar peth,2
3837,3200.0,5.0,309.0,Guruwar peth,4
3838,2406.0,5.0,289.0,Guruwar peth,3
3839,1419.0,3.0,85.0,Guruwar peth,3
3841,1607.0,2.0,112.0,Guruwar peth,3
3842,953.0,2.0,90.0,Guruwar peth,2
3845,1392.0,2.0,110.0,Guruwar peth,2
3847,1855.0,3.0,96.0,Guruwar peth,3
3848,1684.0,3.0,86.0,Guruwar peth,3
3852,1760.0,2.0,123.0,Hadapsar,3
3853,1500.0,2.0,78.0,Hadapsar,2
3855,1385.0,2.0,83.09,Hadapsar,2
3856,1125.0,2.0,62.0,Hadapsar,2
3857,1246.0,2.0,67.0,Hadapsar,2
3859,1092.0,2.0,98.5,Hadapsar,3
3861,1070.0,2.0,42.79,Hadapsar,2
3862,1200.0,2.0,35.0,Hadapsar,2
3863,1190.0,2.0,57.0,Hadapsar,2
3865,2000.0,3.0,166.0,Hadapsar,4
3867,1232.0,2.0,89.0,Hadapsar,2
3868,1500.0,3.0,160.0,Hadapsar,3
3870,1025.0,2.0,29.6,Hadapsar,2
3871,1035.0,2.0,45.0,Hadapsar,2
3872,1000.0,1.0,55.0,Hadapsar,2
3874,1720.0,3.0,134.0,Hadapsar,3
3875,1168.0,2.0,61.0,Hadapsar,2
3876,1050.0,2.0,36.75,Hadapsar,2
3878,1900.0,3.0,123.0,Hadapsar,3
3879,1804.0,3.0,121.0,Hadapsar,3
3880,2002.0,3.0,112.0,Hadapsar,3
3881,1170.0,2.0,46.79,Hadapsar,2
3882,1200.0,4.0,110.0,Hadapsar,6
3883,1000.0,2.0,30.0,Hadapsar,2
3884,1575.0,5.0,158.0,Hadapsar,4
3885,532.0,1.0,22.49,Hadapsar,1
3886,923.0,1.0,45.69,Hadapsar,1
3887,1080.0,2.0,39.0,Hadapsar,2
3888,965.0,1.0,32.0,Hadapsar,1
3890,700.0,2.0,40.0,Hadapsar,2
3892,1110.0,2.0,33.0,Hadapsar,2
3893,1200.0,2.0,45.0,Hadapsar,2
3895,1220.0,2.0,80.0,Hadapsar,2
3896,1494.0,2.0,94.55,Hadapsar,3
3898,1041.0,2.0,36.44,Hadapsar,2
3899,2017.0,2.0,125.0,Hadapsar,3
3902,920.0,2.0,90.0,Hadapsar,4
3903,881.0,2.0,48.06,Hadapsar,2
3904,900.0,2.0,55.0,Hadapsar,2
3905,3317.5,5.0,268.5,Hadapsar,4
3906,1680.0,3.0,125.0,Hadapsar,3
3907,1165.0,2.0,43.0,Hadapsar,2
3909,900.0,2.0,27.0,Hadapsar,2
3910,1590.0,3.0,131.0,Hadapsar,3
3911,2400.0,3.0,120.0,Hadapsar,3
3912,1232.0,2.0,87.0,Hadapsar,2
3913,1200.0,2.0,60.0,Hadapsar,2
3914,1171.0,2.0,72.0,Hadapsar,2
3918,1730.0,3.0,115.0,Hadapsar,3
3919,1170.0,2.0,120.0,Hadapsar,2
3920,1195.0,2.0,73.0,Hadapsar,2
3922,1350.0,2.0,45.0,Hadapsar,2
3923,1150.0,2.0,45.0,Hadapsar,2
3924,800.0,2.0,41.145,Hadapsar,2
3925,527.0,1.0,35.0,Hadapsar,1
3926,1280.0,3.0,87.0,Hadapsar,3
3927,1798.0,3.0,110.0,Hadapsar,3
3928,1490.0,2.0,150.0,Hadapsar,2
3929,1165.0,2.0,85.0,Hadapsar,2
3931,1270.0,2.0,95.0,Hadapsar,2
3932,1850.0,3.0,120.0,Hadapsar,3
3933,1200.0,6.0,125.0,Hadapsar,6
3934,1030.0,2.0,44.0,Hadapsar,2
3935,1192.0,2.0,53.5,Hadapsar,2
3936,900.0,2.0,27.98,Hadapsar,2
3937,1890.0,4.0,125.0,Hadapsar,3
3938,1221.0,3.0,65.0,Hadapsar,3
3940,1240.0,2.0,55.0,Hadapsar,2
3941,1525.0,2.0,91.48,Hadapsar,3
3942,1500.0,5.0,160.0,Hadapsar,4
3943,1072.0,2.0,45.0,Hadapsar,2
